seller_id,month,total_orders,total_gmv,total_returns,avg_rating,avg_sentiment_score,pct_negative_reviews,review_count,return_rate,seller_name,category,region,return_rate_delta_vs_baseline,sentiment_delta_vs_baseline,trust_drift_flag,avg_response_time_hours
S0003,2024-12,60,2802.54,9,3.7083333333333335,0.4366666666666667,0.125,24,0.15,Johnson and Sons,Automotive,North,-0.029,0.194,0,11.5
S0003,2025-01,47,2225.72,10,4.0,0.5546875,0.0625,32,0.213,Johnson and Sons,Automotive,North,0.034,0.312,0,8.8
S0003,2025-02,34,1576.52,7,3.821428571428572,0.4410714285714285,0.0357142857142857,28,0.206,Johnson and Sons,Automotive,North,0.027,0.199,0,11.0
S0003,2025-03,51,2340.86,4,4.043478260869565,0.5526086956521739,0.0434782608695652,23,0.078,Johnson and Sons,Automotive,North,-0.101,0.31,0,7.8
S0003,2025-04,37,1908.86,11,3.642857142857143,0.4428571428571429,0.0,28,0.297,Johnson and Sons,Automotive,North,0.118,0.2,0,15.6
S0003,2025-05,38,2054.73,18,3.592592592592593,0.3588888888888888,0.074074074074074,27,0.474,Johnson and Sons,Automotive,North,0.295,0.116,0,21.4
S0003,2025-06,43,2273.51,5,4.107142857142857,0.5407142857142857,0.0357142857142857,28,0.116,Johnson and Sons,Automotive,North,-0.063,0.298,0,10.1
S0003,2025-07,40,2028.47,3,3.421052631578948,0.1836842105263157,0.2105263157894736,19,0.075,Johnson and Sons,Automotive,North,-0.104,-0.059,0,6.8
S0003,2025-08,36,1895.21,3,3.695652173913044,0.208695652173913,0.2608695652173913,23,0.083,Johnson and Sons,Automotive,North,-0.096,-0.034,0,6.8
S0003,2025-09,36,1817.54,2,3.6818181818181817,0.2481818181818181,0.2727272727272727,22,0.056,Johnson and Sons,Automotive,North,-0.123,0.006,0,8.3
S0003,2025-10,36,1732.45,2,2.592592592592593,-0.2562962962962963,0.4074074074074074,27,0.056,Johnson and Sons,Automotive,North,-0.123,-0.499,0,6.4
S0003,2025-11,45,2442.0,5,3.592592592592593,0.1614814814814815,0.2962962962962963,27,0.111,Johnson and Sons,Automotive,North,-0.068,-0.081,0,6.3
S0003,2025-12,21,1073.78,1,4.0,0.3873684210526316,0.1052631578947368,19,0.048,Johnson and Sons,Automotive,North,-0.131,0.145,0,4.5
S0004,2024-01,28,1646.88,1,4.333333333333333,0.6508333333333333,0.0,12,0.036,"Johnson, Gonzalez and Santos",Electronics,North,-0.01,0.048,0,4.5
S0004,2024-02,21,1002.15,1,4.0,0.5733333333333334,0.0,12,0.048,"Johnson, Gonzalez and Santos",Electronics,North,0.002,-0.03,0,7.4
S0004,2024-03,37,1783.16,2,4.157894736842105,0.5857894736842105,0.0526315789473684,19,0.054,"Johnson, Gonzalez and Santos",Electronics,North,0.008,-0.018,0,7.0
S0004,2024-04,27,1351.3,1,4.4,0.628,0.0,25,0.037,"Johnson, Gonzalez and Santos",Electronics,North,-0.009,0.025,0,7.4
S0004,2024-05,25,1254.53,0,4.285714285714286,0.6314285714285715,0.0,14,0.0,"Johnson, Gonzalez and Santos",Electronics,North,-0.046,0.028,0,4.2
S0004,2024-06,22,978.95,1,4.266666666666667,0.6366666666666667,0.0,15,0.045,"Johnson, Gonzalez and Santos",Electronics,North,-0.001,0.033,0,6.7
S0004,2024-07,28,1245.03,3,4.533333333333333,0.64,0.0,15,0.107,"Johnson, Gonzalez and Santos",Electronics,North,0.061,0.037,0,9.6
S0004,2024-08,31,1489.69,0,4.3125,0.62,0.0,16,0.0,"Johnson, Gonzalez and Santos",Electronics,North,-0.046,0.017,0,4.4
S0004,2024-09,26,1108.91,0,4.333333333333333,0.676,0.0,15,0.0,"Johnson, Gonzalez and Santos",Electronics,North,-0.046,0.073,0,5.8
S0004,2024-10,33,1649.38,0,4.368421052631579,0.7057894736842105,0.0,19,0.0,"Johnson, Gonzalez and Santos",Electronics,North,-0.046,0.102,0,3.8
S0004,2024-11,23,992.97,0,4.176470588235294,0.6452941176470589,0.0,17,0.0,"Johnson, Gonzalez and Santos",Electronics,North,-0.046,0.042,0,4.3
S0004,2024-12,25,1445.81,0,4.428571428571429,0.6814285714285714,0.0,14,0.0,"Johnson, Gonzalez and Santos",Electronics,North,-0.046,0.078,0,4.3
S0004,2025-01,26,1312.08,3,4.266666666666667,0.602,0.0,15,0.115,"Johnson, Gonzalez and Santos",Electronics,North,0.069,-0.001,0,6.5
S0004,2025-02,23,1150.19,2,4.307692307692308,0.7253846153846154,0.0,13,0.087,"Johnson, Gonzalez and Santos",Electronics,North,0.041,0.122,0,8.7
S0004,2025-03,21,1112.35,3,4.285714285714286,0.7171428571428572,0.0,14,0.143,"Johnson, Gonzalez and Santos",Electronics,North,0.097,0.114,0,8.7
S0004,2025-04,20,875.52,0,4.333333333333333,0.6111111111111112,0.0,9,0.0,"Johnson, Gonzalez and Santos",Electronics,North,-0.046,0.008,0,5.0
S0004,2025-05,21,1272.0,0,4.357142857142857,0.7107142857142856,0.0,14,0.0,"Johnson, Gonzalez and Santos",Electronics,North,-0.046,0.107,0,5.9
S0004,2025-06,23,1064.68,2,3.9444444444444446,0.4888888888888889,0.0,18,0.087,"Johnson, Gonzalez and Santos",Electronics,North,0.041,-0.114,0,8.6
S0004,2025-07,28,1410.23,3,3.583333333333333,0.2783333333333333,0.0833333333333333,12,0.107,"Johnson, Gonzalez and Santos",Electronics,North,0.061,-0.325,1,9.6
S0004,2025-08,20,1063.75,1,3.238095238095238,0.1485714285714285,0.1428571428571428,21,0.05,"Johnson, Gonzalez and Santos",Electronics,North,0.004,-0.455,0,6.4
S0004,2025-09,21,1051.63,2,3.857142857142857,0.4414285714285714,0.1428571428571428,7,0.095,"Johnson, Gonzalez and Santos",Electronics,North,0.049,-0.162,0,7.3
S0004,2025-10,26,1356.06,7,3.7222222222222223,0.3922222222222222,0.0555555555555555,18,0.269,"Johnson, Gonzalez and Santos",Electronics,North,0.223,-0.211,1,13.5
S0004,2025-11,27,1516.52,8,3.4761904761904763,0.3271428571428571,0.0476190476190476,21,0.296,"Johnson, Gonzalez and Santos",Electronics,North,0.25,-0.276,1,11.4
S0004,2025-12,17,817.83,2,3.588235294117647,0.3064705882352941,0.1176470588235294,17,0.118,"Johnson, Gonzalez and Santos",Electronics,North,0.072,-0.297,1,6.2
S0005,2024-01,32,1786.84,2,4.333333333333333,0.6855555555555556,0.0,9,0.062,Cole LLC,Beauty,Central,0.017,-0.009,0,4.6
S0005,2024-02,28,1492.78,1,4.588235294117647,0.6723529411764706,0.0,17,0.036,Cole LLC,Beauty,Central,-0.009,-0.023,0,4.4
S0005,2024-03,26,1254.87,1,4.588235294117647,0.7270588235294118,0.0,17,0.038,Cole LLC,Beauty,Central,-0.007,0.032,0,6.9
S0005,2024-04,33,1570.95,4,4.222222222222222,0.5955555555555555,0.0,9,0.121,Cole LLC,Beauty,Central,0.076,-0.099,0,7.2
S0005,2024-05,19,817.64,1,4.16,0.6164000000000001,0.04,25,0.053,Cole LLC,Beauty,Central,0.008,-0.079,0,6.0
S0005,2024-06,35,1497.26,0,4.555555555555555,0.7111111111111111,0.0,9,0.0,Cole LLC,Beauty,Central,-0.045,0.016,0,7.3
S0005,2024-07,20,868.4,2,4.238095238095238,0.680952380952381,0.0,21,0.1,Cole LLC,Beauty,Central,0.055,-0.014,0,7.6
S0005,2024-08,31,1448.22,2,4.285714285714286,0.6921428571428571,0.0,14,0.065,Cole LLC,Beauty,Central,0.02,-0.003,0,8.4
S0005,2024-09,15,544.29,0,4.368421052631579,0.6552631578947368,0.0,19,0.0,Cole LLC,Beauty,Central,-0.045,-0.04,0,3.3
S0005,2024-10,33,1811.43,1,4.5,0.725,0.0,14,0.03,Cole LLC,Beauty,Central,-0.015,0.03,0,5.6
S0005,2024-11,34,1396.42,0,4.461538461538462,0.6584615384615385,0.0,26,0.0,Cole LLC,Beauty,Central,-0.045,-0.037,0,3.3
S0005,2024-12,31,1362.02,1,4.478260869565218,0.6269565217391304,0.0,23,0.032,Cole LLC,Beauty,Central,-0.013,-0.068,0,5.4
S0005,2025-01,28,1410.11,2,4.4,0.6033333333333334,0.0,15,0.071,Cole LLC,Beauty,Central,0.026,-0.092,0,8.8
S0005,2025-02,35,1610.55,2,4.423076923076923,0.5661538461538462,0.0,26,0.057,Cole LLC,Beauty,Central,0.012,-0.129,0,3.7
S0005,2025-03,18,947.08,2,4.2727272727272725,0.630909090909091,0.0,11,0.111,Cole LLC,Beauty,Central,0.066,-0.064,0,9.3
S0005,2025-04,29,1327.94,0,4.555555555555555,0.6855555555555556,0.0,9,0.0,Cole LLC,Beauty,Central,-0.045,-0.009,0,5.4
S0005,2025-05,30,1551.9,1,4.35,0.593,0.0,20,0.033,Cole LLC,Beauty,Central,-0.012,-0.102,0,5.0
S0005,2025-06,27,1430.91,2,4.5,0.696875,0.0,16,0.074,Cole LLC,Beauty,Central,0.029,0.002,0,4.8
S0005,2025-07,34,1624.2,4,4.588235294117647,0.6823529411764706,0.0,17,0.118,Cole LLC,Beauty,Central,0.073,-0.013,0,8.9
S0005,2025-08,24,1248.57,2,4.3478260869565215,0.6060869565217392,0.0,23,0.083,Cole LLC,Beauty,Central,0.038,-0.089,0,6.7
S0005,2025-09,37,1769.0,2,4.625,0.7424999999999999,0.0,16,0.054,Cole LLC,Beauty,Central,0.009,0.048,0,7.1
S0005,2025-10,30,1334.39,1,4.25,0.57625,0.0,24,0.033,Cole LLC,Beauty,Central,-0.012,-0.119,0,6.1
S0005,2025-11,24,1329.36,1,4.6,0.741,0.0,10,0.042,Cole LLC,Beauty,Central,-0.003,0.046,0,9.2
S0005,2025-12,22,947.15,2,4.571428571428571,0.6985714285714285,0.0,14,0.091,Cole LLC,Beauty,Central,0.046,0.004,0,7.5
S0006,2024-01,53,2854.65,2,4.380952380952381,0.64,0.0,21,0.038,Blake and Sons,Automotive,South,-0.041,0.049,0,4.4
S0006,2024-02,25,1229.56,2,4.363636363636363,0.6036363636363636,0.0,22,0.08,Blake and Sons,Automotive,South,0.001,0.012,0,7.9
S0006,2024-03,51,2611.92,6,4.103448275862069,0.5303448275862069,0.0344827586206896,29,0.118,Blake and Sons,Automotive,South,0.039,-0.061,0,9.2
S0006,2024-04,38,1815.27,3,4.148148148148148,0.5607407407407408,0.0,27,0.079,Blake and Sons,Automotive,South,0.0,-0.031,0,10.0
S0006,2024-05,44,2542.4,3,3.9130434782608696,0.5208695652173914,0.0434782608695652,23,0.068,Blake and Sons,Automotive,South,-0.011,-0.07,0,8.7
S0006,2024-06,54,2752.57,3,4.290322580645161,0.6280645161290322,0.0,31,0.056,Blake and Sons,Automotive,South,-0.023,0.037,0,7.4
S0006,2024-07,39,1875.66,0,4.2,0.616,0.0,30,0.0,Blake and Sons,Automotive,South,-0.079,0.025,0,7.6
S0006,2024-08,45,2114.16,1,4.076923076923077,0.5626923076923076,0.0,26,0.022,Blake and Sons,Automotive,South,-0.057,-0.029,0,3.6
S0006,2024-09,39,1736.7,8,3.8,0.4824,0.04,25,0.205,Blake and Sons,Automotive,South,0.126,-0.109,0,10.4
S0006,2024-10,37,1865.64,3,3.68,0.4564,0.04,25,0.081,Blake and Sons,Automotive,South,0.002,-0.135,0,5.9
S0006,2024-11,40,2039.02,0,4.107142857142857,0.5264285714285715,0.0714285714285714,28,0.0,Blake and Sons,Automotive,South,-0.079,-0.065,0,4.3
S0006,2024-12,41,2043.99,4,4.416666666666667,0.7075,0.0,24,0.098,Blake and Sons,Automotive,South,0.019,0.116,0,5.7
S0006,2025-01,19,786.85,0,4.15,0.683,0.05,20,0.0,Blake and Sons,Automotive,South,-0.079,0.092,0,6.1
S0006,2025-02,45,2095.77,4,3.7916666666666665,0.5579166666666667,0.0,24,0.089,Blake and Sons,Automotive,South,0.01,-0.033,0,7.4
S0006,2025-03,57,3010.32,3,4.1,0.58,0.0,30,0.053,Blake and Sons,Automotive,South,-0.026,-0.011,0,4.0
S0006,2025-04,24,1224.45,3,4.318181818181818,0.58,0.0,22,0.125,Blake and Sons,Automotive,South,0.046,-0.011,0,7.2
S0006,2025-05,45,2324.43,6,3.7,0.3259999999999999,0.1,20,0.133,Blake and Sons,Automotive,South,0.054,-0.265,1,9.8
S0006,2025-06,38,1863.52,5,4.0,0.5455882352941177,0.0,34,0.132,Blake and Sons,Automotive,South,0.053,-0.046,0,10.7
S0006,2025-07,28,1336.7,3,3.95,0.5589999999999999,0.05,20,0.107,Blake and Sons,Automotive,South,0.028,-0.032,0,12.0
S0006,2025-08,27,1190.62,2,3.9375,0.461875,0.0,16,0.074,Blake and Sons,Automotive,South,-0.005,-0.129,0,12.6
S0006,2025-09,47,2323.65,4,4.038461538461538,0.5957692307692308,0.0,26,0.085,Blake and Sons,Automotive,South,0.006,0.004,0,8.5
S0006,2025-10,35,1672.55,5,3.3,0.1915,0.15,20,0.143,Blake and Sons,Automotive,South,0.064,-0.4,1,7.8
S0006,2025-11,46,2533.56,13,3.5,0.3739473684210526,0.0789473684210526,38,0.283,Blake and Sons,Automotive,South,0.204,-0.217,1,10.2
S0006,2025-12,19,926.88,2,3.0625,0.0975,0.1875,16,0.105,Blake and Sons,Automotive,South,0.026,-0.494,0,8.8
S0007,2024-01,11,488.92,0,3.5,0.315,0.0,2,0.0,Ramirez-Lewis,Automotive,West,-0.083,0.068,0,3.5
S0007,2024-02,16,826.55,4,3.066666666666667,0.1273333333333333,0.1333333333333333,15,0.25,Ramirez-Lewis,Automotive,West,0.167,-0.12,0,12.3
S0007,2024-03,18,826.55,0,3.5,0.3,0.1666666666666666,6,0.0,Ramirez-Lewis,Automotive,West,-0.083,0.053,0,3.9
S0007,2024-04,15,608.09,0,4.181818181818182,0.5281818181818182,0.0909090909090909,11,0.0,Ramirez-Lewis,Automotive,West,-0.083,0.281,0,4.7
S0007,2024-05,13,590.81,1,3.2857142857142856,0.1871428571428571,0.0,7,0.077,Ramirez-Lewis,Automotive,West,-0.006,-0.06,0,9.4
S0007,2024-06,21,1174.05,7,2.75,-0.1958333333333333,0.25,12,0.333,Ramirez-Lewis,Automotive,West,0.25,-0.443,1,15.9
S0007,2024-07,17,718.07,2,3.1875,0.094375,0.25,16,0.118,Ramirez-Lewis,Automotive,West,0.035,-0.153,0,8.5
S0007,2024-08,17,753.21,1,3.4285714285714284,0.2107142857142857,0.1428571428571428,14,0.059,Ramirez-Lewis,Automotive,West,-0.024,-0.037,0,5.0
S0007,2024-09,19,1009.82,4,3.7777777777777777,0.2544444444444445,0.2222222222222222,9,0.211,Ramirez-Lewis,Automotive,West,0.128,0.007,0,8.7
S0007,2024-10,14,635.01,0,4.416666666666667,0.6533333333333333,0.0,12,0.0,Ramirez-Lewis,Automotive,West,-0.083,0.406,0,4.1
S0007,2024-11,16,856.35,0,3.8181818181818175,0.5427272727272727,0.0,11,0.0,Ramirez-Lewis,Automotive,West,-0.083,0.295,0,4.9
S0007,2024-12,15,891.53,6,3.1818181818181817,0.2,0.0909090909090909,11,0.4,Ramirez-Lewis,Automotive,West,0.317,-0.047,0,21.0
S0007,2025-01,14,857.16,3,3.8333333333333335,0.7200000000000001,0.0,6,0.214,Ramirez-Lewis,Automotive,West,0.131,0.473,0,12.1
S0007,2025-02,21,1390.15,1,4.4,0.624,0.0,15,0.048,Ramirez-Lewis,Automotive,West,-0.035,0.377,0,8.3
S0007,2025-03,14,710.61,0,4.4,0.55,0.0,10,0.0,Ramirez-Lewis,Automotive,West,-0.083,0.303,0,4.1
S0007,2025-04,15,612.14,2,3.8,0.5660000000000001,0.0,5,0.133,Ramirez-Lewis,Automotive,West,0.05,0.319,0,7.1
S0007,2025-05,12,484.76,1,3.75,0.46,0.0,4,0.083,Ramirez-Lewis,Automotive,West,-0.0,0.213,0,5.9
S0007,2025-06,13,656.22,0,3.8333333333333335,0.4733333333333333,0.0,6,0.0,Ramirez-Lewis,Automotive,West,-0.083,0.226,0,3.7
S0007,2025-07,10,543.67,2,4.0,0.2983333333333333,0.1666666666666666,6,0.2,Ramirez-Lewis,Automotive,West,0.117,0.051,0,15.2
S0007,2025-08,12,506.77,2,4.555555555555555,0.73,0.0,9,0.167,Ramirez-Lewis,Automotive,West,0.084,0.483,0,8.9
S0007,2025-09,20,995.59,1,4.25,0.5175,0.0,12,0.05,Ramirez-Lewis,Automotive,West,-0.033,0.27,0,8.1
S0007,2025-10,8,347.97,4,3.4444444444444446,0.11,0.2222222222222222,9,0.5,Ramirez-Lewis,Automotive,West,0.417,-0.137,0,19.4
S0007,2025-11,17,929.32,2,3.6666666666666665,0.3783333333333333,0.0,6,0.118,Ramirez-Lewis,Automotive,West,0.035,0.131,0,10.5
S0007,2025-12,24,1108.77,5,4.083333333333333,0.5191666666666667,0.0,12,0.208,Ramirez-Lewis,Automotive,West,0.125,0.272,0,12.3
S0008,2024-01,24,1107.9,2,4.181818181818182,0.5409090909090909,0.0,11,0.083,Davis Inc,Pet Supplies,East,0.01,-0.057,0,7.4
S0008,2024-02,21,823.85,2,4.333333333333333,0.6811111111111111,0.0,9,0.095,Davis Inc,Pet Supplies,East,0.022,0.083,0,8.0
S0008,2024-03,25,1210.96,1,4.529411764705882,0.571764705882353,0.0,17,0.04,Davis Inc,Pet Supplies,East,-0.033,-0.026,0,5.1
S0008,2024-04,21,1233.77,1,4.666666666666667,0.6933333333333334,0.0,12,0.048,Davis Inc,Pet Supplies,East,-0.025,0.095,0,7.3
S0008,2024-05,23,1374.21,1,4.428571428571429,0.7321428571428571,0.0,14,0.043,Davis Inc,Pet Supplies,East,-0.03,0.134,0,5.6
S0008,2024-06,22,1196.08,0,4.538461538461538,0.7115384615384616,0.0,13,0.0,Davis Inc,Pet Supplies,East,-0.073,0.114,0,2.8
S0008,2024-07,21,1074.27,1,4.176470588235294,0.5670588235294118,0.0,17,0.048,Davis Inc,Pet Supplies,East,-0.025,-0.031,0,4.2
S0008,2024-08,18,940.83,0,4.4,0.564,0.0,5,0.0,Davis Inc,Pet Supplies,East,-0.073,-0.034,0,5.3
S0008,2024-09,21,1048.5,0,4.5,0.6950000000000001,0.0,14,0.0,Davis Inc,Pet Supplies,East,-0.073,0.097,0,7.8
S0008,2024-10,24,1110.03,0,4.142857142857143,0.6792857142857143,0.0,14,0.0,Davis Inc,Pet Supplies,East,-0.073,0.081,0,5.3
S0008,2024-11,24,1324.47,1,4.45,0.6685000000000001,0.0,20,0.042,Davis Inc,Pet Supplies,East,-0.031,0.071,0,6.1
