review_id,order_id,seller_id,customer_id,review_date,rating,review_text,sentiment_label,sentiment_score
REV0000001,O0040345,S0057,C016917,2024-08-08 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,0.07
REV0000001,O0014370,S0020,C017002,2025-09-18 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.82
REV0000001,O0020125,S0028,C011132,2025-03-07 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.74
REV0000001,O0039286,S0055,C020507,2024-05-23 00:00:00,5,"Product exceeded my expectations, smooth transaction.",positive,0.54
REV0000001,O0033156,S0046,C012937,2025-06-12 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.69
REV0000001,O0001731,S0003,C012636,2025-05-22 00:00:00,4,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.92
REV0000001,O0000399,S0001,C019517,2025-09-10 00:00:00,4,"Five stars, no complaints at all.",positive,0.88
REV0000001,O0027875,S0038,C017065,2025-01-22 00:00:00,4,"Great quality for the price, would buy from this seller again.",positive,0.88
REV0000001,O0007764,S0012,C002932,2024-06-12 00:00:00,5,PACKAGING WAS SOLID AND THE ITEM WORKS PERFECTLY.,positive,0.83
REV0000001,O0042101,S0059,C010100,2024-10-07 00:00:00,3,"Works as expected, would not necessarily buy again.",neutral,0.14
REV0000001,O0025547,S0035,C013800,2025-01-25 00:00:00,5,"Product exceeded my expectations, smooth transaction.",positive,0.48
REV0000001,O0023298,S0032,C014236,2025-01-04 00:00:00,3,"Works as expected, would not necessarily buy again.",neutral,-0.09
REV0000001,O0018223,S0026,C004849,2024-02-17 00:00:00,5,"EXACTLY AS DESCRIBED, ARRIVED QUICKLY. VERY HAPPY WITH THIS PURCHASE.",positive,0.67
REV0000001,O0038670,S0054,C003519,2024-11-11 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,0.08
REV0000001,O0011650,S0017,C011965,2024-07-22 00:00:00,5,"Five stars, no complaints at all.",positive,0.7
REV0000001,O0037407,S0052,C017964,2025-03-07 00:00:00,5,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.69
REV0000001,O0011654,S0017,C004859,2024-08-10 00:00:00,5,"Great quality for the price, would buy from this seller again.",positive,0.51
REV0000001,O0034674,S0049,C023277,2024-05-06 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.85
REV0000001,O0000389,S0001,C021296,2025-08-07 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.83
REV0000001,O0014677,S0021,C009953,2024-10-05 00:00:00,3,"Works as expected, would not necessarily buy again.",neutral,-0.08
REV0000001,O0013184,S0019,C001118,2024-08-24 00:00:00,5,Packaging was solid and the item works perfectly.,positive,0.82
REV0000001,O0035392,S0050,C012461,2024-05-02 00:00:00,5,Fast shipping and the product matches the listing photos.,positive,0.69
REV0000001,O0021553,S0030,C008491,2024-04-23 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,-0.12
REV0000001,O0018244,S0026,C015649,2024-02-25 00:00:00,4,Fast shipping and the product matches the listing photos.,positive,0.43
REV0000001,O0019415,S0027,C021648,2025-11-02 00:00:00,5,"Product exceeded my expectations, smooth transaction.",positive,0.57
REV0000001,O0007328,S0011,C012678,2025-08-23 00:00:00,5,No Review Text,positive,0.63
REV0000001,O0012882,S0019,C003057,2024-02-23 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,-0.05
REV0000001,O0004848,S0008,C015833,2025-02-07 00:00:00,5,"Product exceeded my expectations, smooth transaction.",positive,0.9
REV0000001,O0026844,S0036,C013107,2026-01-12 00:00:00,5,"Five stars, no complaints at all.",positive,0.64
REV0000001,O0025135,S0034,C016016,2025-11-02 00:00:00,3,"Item is okay, nothing special but does the job.",neutral,0.08
REV0000001,O0020511,S0028,C011572,2025-11-21 00:00:00,5,"Great quality for the price, would buy from this seller again.",positive,0.63
REV0000001,O0004874,S0008,C015924,2025-02-19 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.43
REV0000001,O0011156,S0016,C023265,2025-07-04 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,0.08
REV0000001,O0024155,S0033,C008630,2025-04-30 00:00:00,4,Packaging was solid and the item works perfectly.,positive,0.62
REV0000001,O0028644,S0040,C015902,2024-03-30 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,-0.09
REV0000001,O0021498,S0030,C020741,2024-02-12 00:00:00,4,Fast shipping and the product matches the listing photos.,positive,0.5
REV0000001,O0038416,S0054,C023371,2024-04-23 00:00:00,3,No Review Text,neutral,0.15
REV0000001,O0029157,S0040,C022582,2025-12-09 00:00:00,2,"Wrong item was shipped, had to request a return.",negative,-0.51
REV0000001,O0020280,S0028,C019470,2025-05-21 00:00:00,4,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.64
REV0000001,O0025541,S0035,C002918,2025-01-24 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.41
REV0000001,O0020995,S0029,C006325,2025-01-02 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.95
REV0000001,O0037483,S0052,C018046,2025-04-03 00:00:00,4,Fast shipping and the product matches the listing photos.,positive,0.6
REV0000001,O0040952,S0058,C021466,2024-01-27 00:00:00,4,Packaging was solid and the item works perfectly.,positive,0.9
REV0000001,O0021019,S0029,C004524,2025-02-09 00:00:00,4,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.58
REV0000001,O0027532,S0038,C021664,2024-01-28 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,-0.11
REV0000001,O0008336,S0012,C004606,2025-09-18 00:00:00,2,Seller did not respond to my messages about a missing part.,negative,-0.62
REV0000001,O0021364,S0029,C014080,2025-12-15 00:00:00,5,"Five stars, no complaints at all.",positive,0.77
REV0000001,O0000226,S0001,C010145,2024-11-26 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,-0.02
REV0000001,O0027474,S0037,C014916,2025-12-02 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.68
REV0000001,O0032765,S0046,C003220,2024-09-02 00:00:00,4,"Five stars, no complaints at all.",positive,0.57
REV0000001,O0006890,S0011,C001332,2024-10-14 00:00:00,4,"Five stars, no complaints at all.",positive,0.85
REV0000001,O0007436,S0011,C001001,2025-10-10 00:00:00,4,Fast shipping and the product matches the listing photos.,positive,0.62
REV0000001,O0009170,S0014,C009478,2024-09-13 00:00:00,3,"Item is okay, nothing special but does the job.",neutral,-0.03
REV0000001,O0006423,S0010,C012725,2025-10-09 00:00:00,1,Seller did not respond to my messages about a missing part.,negative,-0.5
REV0000001,O0040814,S0057,C020947,2025-11-04 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,0.11
REV0000001,O0016823,S0023,C023538,2025-11-22 00:00:00,3,"Works as expected, would not necessarily buy again.",neutral,0.06
REV0000001,O0018832,S0027,C018351,2024-03-28 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,0.12
REV0000001,O0022378,S0031,C021761,2024-04-11 00:00:00,5,"GREAT QUALITY FOR THE PRICE, WOULD BUY FROM THIS SELLER AGAIN.",positive,0.99
REV0000001,O0027087,S0037,C006599,2024-09-01 00:00:00,4,PACKAGING WAS SOLID AND THE ITEM WORKS PERFECTLY.,positive,0.57
REV0000001,O0012779,S0018,C004810,2025-11-07 00:00:00,2,ITEM ARRIVED DAMAGED AND SELLER WAS SLOW TO RESPOND.,negative,-0.84
REV0000001,O0032621,S0046,C000992,2024-05-23 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,0.1
REV0000001,O0000759,S0002,C021502,2024-11-27 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.54
REV0000001,O0017505,S0025,C004733,2024-04-05 00:00:00,4,"Five stars, no complaints at all.",positive,0.44
REV0000001,O0001797,S0003,C015348,2025-07-28 00:00:00,3,No Review Text,neutral,-0.04
REV0000001,O0024228,S0033,C011941,2025-06-14 00:00:00,5,"Five stars, no complaints at all.",positive,0.77
REV0000001,O0022721,S0031,C020366,2025-07-17 00:00:00,5,"FIVE STARS, NO COMPLAINTS AT ALL.",positive,0.65
REV0000001,O0038391,S0054,C000534,2024-05-10 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,0.1
REV0000001,O0009686,S0014,C022964,2026-01-19 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.61
REV0000001,O0009721,S0015,C014880,2024-03-03 00:00:00,5,"Product exceeded my expectations, smooth transaction.",positive,0.73
REV0000001,O0013004,S0019,C024403,2024-04-26 00:00:00,3,"Works as expected, would not necessarily buy again.",neutral,0.18
REV0000001,O0031294,S0044,C000512,2025-08-04 00:00:00,3,"Works as expected, would not necessarily buy again.",neutral,-0.01
REV0000001,O0015166,S0022,C023918,2024-05-01 00:00:00,4,Packaging was solid and the item works perfectly.,positive,0.83
REV0000001,O0022631,S0031,C007131,2025-04-13 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.79
REV0000001,O0025487,S0035,C004916,2024-12-02 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.95
REV0000001,O0036435,S0051,C020060,2024-12-19 00:00:00,4,"Five stars, no complaints at all.",positive,0.72
REV0000001,O0009450,S0014,C022162,2025-05-30 00:00:00,5,Packaging was solid and the item works perfectly.,positive,0.84
REV0000001,O0035166,S0049,C006279,2025-08-14 00:00:00,1,"NOT AT ALL LIKE THE DESCRIPTION, VERY DISAPPOINTED.",negative,-0.99
REV0000001,O0017852,S0025,C018596,2025-02-23 00:00:00,3,"Item is okay, nothing special but does the job.",neutral,0.04
REV0000001,O0021375,S0029,C010423,2025-11-25 00:00:00,5,"Great quality for the price, would buy from this seller again.",positive,0.5
REV0000001,O0014262,S0020,C016785,2025-05-03 00:00:00,5,"Great quality for the price, would buy from this seller again.",positive,0.94
REV0000001,O0041798,S0058,C022547,2025-12-06 00:00:00,3,"Product is fine, packaging could have been better.",neutral,-0.08
REV0000001,O0018810,S0027,C023246,2024-03-17 00:00:00,2,"Wrong item was shipped, had to request a return.",negative,-0.96
REV0000001,O0015728,S0022,C016665,2025-06-25 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,1.0
REV0000001,O0025596,S0035,C010017,2025-04-22 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.95
REV0000001,O0010862,S0016,C015035,2024-11-14 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.71
REV0000001,O0010612,S0016,C018872,2024-04-25 00:00:00,4,"Five stars, no complaints at all.",positive,0.71
REV0000001,O0015603,S0022,C010601,2025-03-17 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,0.16
REV0000001,O0042955,S0060,C006218,2025-08-01 00:00:00,4,"Five stars, no complaints at all.",positive,0.66
REV0000001,O0007953,S0012,C009414,2024-11-30 00:00:00,5,"Great quality for the price, would buy from this seller again.",positive,0.75
REV0000001,O0033236,S0046,C018221,2025-08-25 00:00:00,5,Packaging was solid and the item works perfectly.,positive,0.42
REV0000001,O0023049,S0032,C022202,2024-07-29 00:00:00,4,"Five stars, no complaints at all.",positive,0.97
REV0000001,O0029562,S0041,C007188,2026-01-11 00:00:00,1,"Terrible packaging, product was scratched on arrival.",negative,-0.99
REV0000001,O0039632,S0056,C022750,2024-01-25 00:00:00,5,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.87
REV0000001,O0019573,S0028,C001128,2024-02-16 00:00:00,5,Fast shipping and the product matches the listing photos.,positive,0.94
REV0000001,O0001719,S0003,C019879,2025-05-26 00:00:00,3,"Product is fine, packaging could have been better.",neutral,-0.04
REV0000001,O0027835,S0038,C021690,2024-12-28 00:00:00,4,"Great quality for the price, would buy from this seller again.",positive,0.59
REV0000001,O0033773,S0047,C024236,2025-06-09 00:00:00,4,"Five stars, no complaints at all.",positive,0.54
REV0000001,O0034116,S0048,C008133,2024-09-03 00:00:00,4,"Five stars, no complaints at all.",positive,0.9
REV0000001,O0002708,S0005,C000657,2024-05-12 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.66
REV0000001,O0035927,S0050,C012850,2025-10-25 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,-0.13
REV0000001,O0025328,S0035,C017755,2024-06-17 00:00:00,4,"Five stars, no complaints at all.",positive,0.47
REV0000001,O0002247,S0004,C021732,2024-11-18 00:00:00,4,Packaging was solid and the item works perfectly.,positive,0.92
REV0000001,O0034453,S0048,C017001,2025-09-10 00:00:00,4,Packaging was solid and the item works perfectly.,positive,0.59
REV0000001,O0043108,S0060,C019941,2025-12-28 00:00:00,5,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.9
REV0000001,O0029538,S0041,C017822,2025-11-12 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,-0.05
REV0000001,O0008201,S0012,C015459,2025-05-13 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.91
REV0000001,O0016720,S0023,C016024,2025-08-20 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.96
REV0000001,O0034582,S0049,C012617,2024-03-04 00:00:00,2,Seller did not respond to my messages about a missing part.,negative,-0.7
REV0000001,O0010758,S0016,C001857,2024-08-23 00:00:00,5,"GREAT QUALITY FOR THE PRICE, WOULD BUY FROM THIS SELLER AGAIN.",positive,0.78
REV0000001,O0025946,S0036,C002836,2024-02-21 00:00:00,3,"WORKS AS EXPECTED, WOULD NOT NECESSARILY BUY AGAIN.",neutral,0.16
REV0000001,O0033145,S0046,C023927,2025-06-28 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.48
REV0000001,O0007475,S0011,C019610,2025-12-29 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.51
REV0000001,O0003450,S0006,C003627,2024-06-11 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.8
REV0000001,O0035256,S0049,C000072,2025-12-07 00:00:00,1,"Not at all like the description, very disappointed.",negative,-0.6
REV0000001,O0012618,S0018,C014664,2025-04-16 00:00:00,3,"Product is fine, packaging could have been better.",neutral,0.12
REV0000001,O0018438,S0026,C013673,2024-11-17 00:00:00,4,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.8
REV0000001,O0012637,S0018,C020998,2025-03-24 00:00:00,2,"Poor quality, broke within a week of use.",negative,-0.73
REV0000001,O0011448,S0017,C015825,2024-03-09 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.82
REV0000001,O0035455,S0050,C012720,2024-07-07 00:00:00,4,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.43
REV0000001,O0010589,S0016,C001339,2024-05-17 00:00:00,5,Fast shipping and the product matches the listing photos.,positive,0.67
REV0000001,O0012511,S0018,C015821,2024-11-07 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,0.14
REV0000001,O0016688,S0023,C023158,2025-08-06 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.79
REV0000001,O0006799,S0011,C005134,2024-07-03 00:00:00,5,"Five stars, no complaints at all.",positive,0.84
REV0000001,O0032715,S0046,C013004,2024-07-26 00:00:00,2,Seller did not respond to my messages about a missing part.,negative,-0.42
REV0000001,O0015840,S0022,C011017,2025-09-11 00:00:00,3,"Item is okay, nothing special but does the job.",neutral,-0.13
REV0000001,O0013332,S0019,C018557,2024-12-31 00:00:00,3,"Product is fine, packaging could have been better.",neutral,0.17
REV0000001,O0027048,S0037,C016788,2024-07-11 00:00:00,4,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.63
REV0000001,O0043058,S0060,C005010,2025-10-24 00:00:00,5,"EXACTLY AS DESCRIBED, ARRIVED QUICKLY. VERY HAPPY WITH THIS PURCHASE.",positive,0.86
REV0000001,O0024164,S0033,C001563,2025-05-15 00:00:00,3,"Item is okay, nothing special but does the job.",neutral,0.11
REV0000001,O0033089,S0046,C019123,2025-04-16 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.77
REV0000001,O0019529,S0028,C020803,2024-02-07 00:00:00,5,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.6
REV0000001,O0004072,S0006,C010413,2025-09-24 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.84
REV0000001,O0030625,S0043,C016253,2024-09-22 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.93
REV0000001,O0022791,S0031,C023359,2025-12-06 00:00:00,5,FAST SHIPPING AND THE PRODUCT MATCHES THE LISTING PHOTOS.,positive,0.62
REV0000001,O0013798,S0019,C019399,2025-11-18 00:00:00,5,Fast shipping and the product matches the listing photos.,positive,0.84
REV0000001,O0034168,S0048,C018398,2024-10-26 00:00:00,2,Item arrived damaged and seller was slow to respond.,negative,-0.62
REV0000001,O0033636,S0047,C020858,2024-11-12 00:00:00,4,No Review Text,positive,0.92
REV0000001,O0030549,S0043,C010770,2024-06-06 00:00:00,4,"Great quality for the price, would buy from this seller again.",positive,0.59
REV0000001,O0006598,S0011,C015179,2024-01-31 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.63
REV0000001,O0001231,S0003,C019603,2024-05-29 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.95
REV0000001,O0016706,S0023,C019701,2025-08-21 00:00:00,4,"Five stars, no complaints at all.",positive,0.84
REV0000001,O0013212,S0019,C018261,2024-10-13 00:00:00,5,"REALLY IMPRESSED, SELLER COMMUNICATED WELL THROUGHOUT.",positive,0.57
REV0000001,O0004175,S0006,C004219,2025-11-17 00:00:00,4,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.72
REV0000001,O0028207,S0038,C016910,2026-01-14 00:00:00,5,Packaging was solid and the item works perfectly.,positive,0.72
REV0000001,O0036353,S0051,C014958,2024-10-25 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,0.08
REV0000001,O0003759,S0006,C017693,2024-12-13 00:00:00,5,Fast shipping and the product matches the listing photos.,positive,0.77
REV0000001,O0006916,S0011,C005583,2024-10-12 00:00:00,4,"Great quality for the price, would buy from this seller again.",positive,0.62
REV0000001,O0006109,S0010,C016093,2025-02-01 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,-0.08
REV0000001,O0021285,S0029,C008713,2025-09-02 00:00:00,4,Fast shipping and the product matches the listing photos.,positive,0.94
REV0000001,O0038398,S0054,C006631,2024-04-14 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,0.2
REV0000001,O0019051,S0027,C010002,2024-11-10 00:00:00,2,"Poor quality, broke within a week of use.",negative,-0.74
REV0000001,O0016399,S0023,C001293,2025-01-23 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.64
REV0000001,O0025968,S0036,C001412,2024-03-17 00:00:00,4,Fast shipping and the product matches the listing photos.,positive,1.0
REV0000001,O0003046,S0005,C002576,2025-06-04 00:00:00,3,DECENT QUALITY BUT A BIT OVERPRICED FOR WHAT IT IS.,neutral,0.05
REV0000001,O0042210,S0059,C022381,2025-01-18 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,0.12
REV0000001,O0036086,S0051,C006180,2024-03-31 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.92
REV0000001,O0000660,S0002,C011074,2024-08-15 00:00:00,5,"Five stars, no complaints at all.",positive,0.97
REV0000001,O0042266,S0059,C015461,2025-04-01 00:00:00,3,"Item is okay, nothing special but does the job.",neutral,0.05
REV0000001,O0019944,S0028,C011386,2024-10-20 00:00:00,4,"PRODUCT EXCEEDED MY EXPECTATIONS, SMOOTH TRANSACTION.",positive,0.84
REV0000001,O0037915,S0053,C024412,2024-05-26 00:00:00,5,"EXACTLY AS DESCRIBED, ARRIVED QUICKLY. VERY HAPPY WITH THIS PURCHASE.",positive,0.65
REV0000001,O0015780,S0022,C008804,2025-07-28 00:00:00,5,Packaging was solid and the item works perfectly.,positive,0.63
REV0000001,O0015530,S0022,C009617,2025-02-06 00:00:00,2,Seller did not respond to my messages about a missing part.,negative,-0.71
REV0000001,O0036069,S0051,C016048,2024-02-29 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,0.18
REV0000001,O0033068,S0046,C020181,2025-05-13 00:00:00,4,"Product exceeded my expectations, smooth transaction.",positive,0.91
REV0000001,O0009335,S0014,C011982,2025-02-13 00:00:00,5,Packaging was solid and the item works perfectly.,positive,0.94
REV0000001,O0035110,S0049,C002467,2025-06-15 00:00:00,3,"Works as expected, would not necessarily buy again.",neutral,0.06
REV0000001,O0018667,S0026,C011615,2025-09-16 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.45
REV0000001,O0014836,S0021,C003122,2025-06-19 00:00:00,4,"Five stars, no complaints at all.",positive,0.8
REV0000001,O0011863,S0017,C018595,2025-02-17 00:00:00,5,Fast shipping and the product matches the listing photos.,positive,0.82
REV0000001,O0041295,S0058,C002647,2024-12-19 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,-0.12
REV0000001,O0028772,S0040,C008322,2024-09-03 00:00:00,4,Packaging was solid and the item works perfectly.,positive,0.72
REV0000001,O0016700,S0023,C015796,2025-08-12 00:00:00,5,"Product exceeded my expectations, smooth transaction.",positive,0.9
REV0000001,O0030668,S0043,C023088,2024-12-27 00:00:00,5,"Great quality for the price, would buy from this seller again.",positive,-1.0
REV0000001,O0031553,S0045,C000330,2024-03-28 00:00:00,5,"Five stars, no complaints at all.",positive,0.49
REV0000001,O0016225,S0023,C014707,2024-08-16 00:00:00,3,"WORKS AS EXPECTED, WOULD NOT NECESSARILY BUY AGAIN.",neutral,-0.1
REV0000001,O0029607,S0042,C023241,2024-03-06 00:00:00,4,"Great quality for the price, would buy from this seller again.",positive,0.99
REV0000001,O0000960,S0002,C006310,2025-07-30 00:00:00,4,Fast shipping and the product matches the listing photos.,positive,0.77
REV0000001,O0036664,S0051,C009960,2025-07-26 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,-0.09
REV0000001,O0004399,S0007,C014933,2025-02-13 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.63
REV0000001,O0001182,S0003,C009828,2024-05-01 00:00:00,4,Fast shipping and the product matches the listing photos.,positive,0.48
REV0000001,O0019256,S0027,C004692,2025-06-08 00:00:00,5,"Really impressed, seller communicated well throughout.",positive,0.77
REV0000001,O0039986,S0056,C006958,2025-06-09 00:00:00,4,"Great quality for the price, would buy from this seller again.",positive,0.42
REV0000001,O0038460,S0054,C024997,2024-05-31 00:00:00,2,Seller did not respond to my messages about a missing part.,negative,-0.42
REV0000001,O0042111,S0059,C007737,2024-11-08 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.65
REV0000001,O0016565,S0023,C012188,2025-04-13 00:00:00,4,"Great quality for the price, would buy from this seller again.",positive,0.98
REV0000001,O0039824,S0056,C016926,2024-10-27 00:00:00,5,Fast shipping and the product matches the listing photos.,positive,0.98
REV0000001,O0017070,S0024,C011627,2024-08-19 00:00:00,5,Fast shipping and the product matches the listing photos.,positive,0.7
REV0000001,O0035184,S0049,C003222,2025-09-28 00:00:00,3,Decent quality but a bit overpriced for what it is.,neutral,0.18
REV0000001,O0010788,S0016,C020811,2024-10-16 00:00:00,4,Fast shipping and the product matches the listing photos.,positive,0.57
REV0000001,O0000415,S0001,C014368,2025-09-30 00:00:00,3,"Works as expected, would not necessarily buy again.",neutral,0.14
REV0000001,O0011703,S0017,C002915,2024-08-24 00:00:00,4,"Really impressed, seller communicated well throughout.",positive,0.73
REV0000001,O0042546,S0060,C012537,2024-01-22 00:00:00,4,"Great quality for the price, would buy from this seller again.",positive,0.42
REV0000001,O0029797,S0042,C002299,2024-07-06 00:00:00,3,"Average experience, took a bit longer than expected to arrive.",neutral,-0.05
REV0000001,O0021405,S0029,C013076,2025-12-09 00:00:00,5,No Review Text,positive,0.92
REV0000001,O0013139,S0019,C000494,2024-08-12 00:00:00,4,Packaging was solid and the item works perfectly.,positive,0.95
REV0000001,O0026307,S0036,C011923,2024-11-20 00:00:00,3,"Product is fine, packaging could have been better.",neutral,0.1
REV0000001,O0007642,S0012,C019806,2024-03-28 00:00:00,4,"Exactly as described, arrived quickly. Very happy with this purchase.",positive,0.62
REV0000001,O0015654,S0022,C011067,2025-04-08 00:00:00,3,"Product is fine, packaging could have been better.",neutral,-0.01
REV0000001,O0011010,S0016,C014897,2025-04-07 00:00:00,5,"GREAT QUALITY FOR THE PRICE, WOULD BUY FROM THIS SELLER AGAIN.",positive,0.92
